state,LEAID,tot_pop,young_pop,young_pov_pop
IL,37980,"3,583",527,60
IL,00112,"15,181","1,762",451
IL,38100,"16,521",878,169
IL,38130,"7,652","1,405",148
IL,38190,"2,090",231,33
IL,38220,"23,805","2,895",156
IL,04050,"12,238","1,686",417
IL,38370,"10,875","1,142",209
IL,38400,"4,236",562,14
IL,38460,"22,164","4,021",301
IL,38520,"3,242",381,34
IL,38550,796,92,22
IL,38700,"19,145","2,620",402
IL,38760,"5,934","1,200",50
IL,38790,"2,165",260,49
IL,01382,"1,869",333,61
IL,38940,"58,246","3,803",755
IL,38910,"2,753",292,44
IL,38970,"101,837","6,526","1,727"
IL,39120,"9,098","1,717",102
IL,39180,"1,516",168,16
IL,19080,"58,729","3,549",138
IL,30450,"235,858","12,975",976
IL,04170,"253,207","12,980",942
IL,39390,"4,923","1,036",37
IL,39450,"3,603",590,68
IL,39480,"2,563",408,75
IL,13920,"5,020","1,162",34
IL,37350,"22,863","4,423",208
IL,08250,"6,131","1,088",247
IL,10830,"2,215",371,35
IL,39510,"38,093","4,455",432
IL,39600,"5,900","1,015",106
IL,39780,"6,534",578,89
IL,39660,"1,425",140,20
IL,00321,"5,748",935,110
IL,39870,"39,334","1,932",381
IL,39930,"4,713",479,106
IL,39960,"48,477","4,853",858
IL,38490,"2,022",327,64
IL,40070,"89,963","15,748","1,960"
IL,40080,"2,454",410,13
IL,40140,"11,630","1,573",286
IL,40200,724,104,29
IL,40290,"9,762",397,59
IL,40260,"5,856",387,77
IL,40320,"3,965",680,82
IL,40350,"37,022","3,801",441
IL,40410,"2,178",355,39
IL,40470,"10,169","1,667",272
IL,40530,"3,016",357,45
IL,40620,"2,393",298,29
IL,40650,"2,038",326,58
IL,40740,"2,565",389,42
IL,40800,"69,300","4,048",279
IL,40830,"6,165","1,080",113
IL,40890,"2,426",394,46
IL,40980,"24,261","1,428",75
IL,41040,"8,054","1,072",45
IL,41070,"19,012","3,062",100
IL,41190,"28,862","4,806",340
IL,41250,"83,045","15,256","3,121"
IL,41280,"2,006",358,48
IL,41360,"3,398",627,98
IL,39420,"8,110","1,352",141
IL,00310,"9,082","1,164",238
IL,00319,"5,448",768,136
IL,41550,"29,112","3,479",498
IL,18480,"9,074","1,132",464
IL,41600,"4,616",173,14
IL,41700,"10,281","1,049",118
IL,00314,"4,414",652,99
IL,41750,"3,824",571,45
IL,41790,"15,728","1,424",160
IL,01387,"3,315",558,96
IL,41820,"10,467","1,806",26
IL,41980,"12,507","1,763",143
IL,10820,"6,596","1,204",260
IL,42060,"3,825",563,67
IL,42210,"66,403","6,461",772
IL,42300,"12,742","1,465",219
IL,23730,"14,521","1,684",120
IL,42450,"1,885",292,32
IL,42480,"7,667","1,485",44
IL,42510,"1,551",144,40
IL,42570,"4,330",442,108
IL,42600,"26,519","4,302",121
IL,42630,"9,064","1,325",134
IL,42660,"3,540",586,95
IL,42690,"2,150",360,52
IL,42720,"4,484",419,29
IL,42790,"7,738","1,487",156
IL,42840,"12,225","2,235",50
IL,42900,"6,405",617,73
IL,42960,"7,786",867,59
IL,43020,"10,296","1,035",112
IL,43050,"5,597",639,136
IL,43110,"51,144","6,139",447
IL,38070,"2,978",445,62
IL,01422,"3,721",534,54
IL,17040,"32,749","3,064",310
IL,43330,"38,299","6,289",505
IL,43380,"11,203","1,175",280
IL,43960,"34,871","7,360",400
IL,43800,"3,777",559,137
IL,43860,"17,279","2,434",609
IL,43890,"44,774","2,805",427
IN,00060,"9,470","2,723",556
IN,00120,"8,821","1,541",250
IN,00150,"70,805","10,699","2,667"
IN,00180,"3,921",761,106
IN,00210,"4,589",692,101
IN,00270,"58,670","11,293",613
IN,00330,"6,058","1,514",134
IN,00360,"77,017","13,712","1,379"
IN,00390,"12,968","2,316",149
IN,00420,"9,467","1,870",210
IN,00450,"14,234","2,557",485
IN,00480,"11,116","2,088",253
IN,00570,"12,091","2,003",365
IN,00600,"6,457",961,154
IN,00660,"7,104",657,127
IN,00720,"8,815","1,658",209
IN,00750,"6,140","1,045",100
IN,00212,"15,697","2,747",222
IN,00900,"8,942","1,886",140
IN,00960,"15,552","2,089",274
IN,01020,"50,372","10,461",424
IN,01050,"10,454","1,739",250
IN,01060,"7,754","1,328",253
IN,01170,"1,536",274,86
IN,01200,"101,712","20,055",535
IN,01290,"6,748","1,160",120
IN,01410,"4,394",745,116
IN,01440,"51,704","10,502",583
IN,01560,"8,098","1,492",173
IN,01710,"8,379","1,368",147
IN,02880,"26,362","5,279","1,817"
IN,01890,"42,032","8,029",612
IN,01920,"9,316","1,383",257
IN,00840,"25,762","4,372",682
IN,02130,"5,046",951,99
IN,02160,"5,860","1,071",102
IN,02220,"7,432","1,152",206
IN,02400,"25,839","5,060",794
IN,02430,"5,423",869,79
IN,07020,"3,499",542,41
IN,02440,"10,894","1,735",362
IN,02460,"15,908","2,541",502
IN,12060,"3,375",579,111
IN,02490,"51,542","9,767",603
IN,02520,"6,597","1,058",178
IN,09840,"3,977",658,70
IN,02550,"15,044","2,826",146
IN,01590,"25,121","4,248",410
IN,03060,"7,781","1,567",199
IN,02610,"11,842","2,215",261
IN,02640,"36,720","7,781","1,298"
IN,02660,"14,555","2,401",245
IN,02700,"9,681","1,588",183
IN,02800,"37,928","6,594",621
IN,02850,"69,857","14,502","2,263"
IN,02940,"6,326","1,029",155
IN,02970,"23,505","4,011",521
IN,09000,"14,350","2,514",160
IN,03000,"9,646","1,727",262
IN,03030,"10,230","1,547",182
IN,03090,"7,370","1,197",202
IN,03120,"5,848","1,013",69
IN,03150,"6,356","1,205",80
IN,07110,"6,927","1,086",157
IN,03240,"4,906",823,141
IN,03270,"78,526","14,721","3,039"
IN,03300,"9,840","1,556",333
IN,03330,"3,016",517,55
IN,03450,"179,987","28,566","4,936"
IN,03480,"13,058","3,311",258
IN,03510,"23,360","3,842",740
IN,03570,"5,412","1,053",116
IN,03630,"227,088","39,069","8,171"
IN,03660,"18,471","3,694",527
IN,03690,"32,129","5,495",737
IN,03700,"16,902","2,755",320
IN,03750,"64,076","13,440","1,078"
IN,12880,"12,313","2,191",255
IN,03780,"6,967","1,011",130
IN,03810,"4,368",805,72
IN,03840,"9,601","1,849",211
IN,03870,"64,951","12,517","5,001"
IN,03930,"38,365","6,979",992
IN,03940,"81,432","12,908","1,895"
IN,03960,"20,993","3,742",273
IN,03990,"13,753","1,927",273
IN,04050,"31,100","5,024",417
IN,04080,"14,773","2,461",352
IN,04110,"25,439","4,032",336
IN,04170,"16,175","2,556",367
IN,04230,"4,077",592,75
IN,04260,"13,628","2,385",158
IN,10650,"119,630","24,734",821
IN,04320,"78,198","14,272","3,311"
IN,04350,"18,181","3,164",147
IN,04560,"23,985","3,549",353
IN,04590,"24,115","4,119",525
IN,04710,"36,717","5,909",744
IN,04770,"317,019","52,320","15,202"
IN,04800,"5,079",882,111
IN,04980,"20,248","3,749",708
IN,05190,"27,409","4,760",740
IN,09120,"9,249","1,764",212
IN,05280,"20,686","3,634",357
IN,05340,"11,103","1,902",374
IN,05370,"45,792","7,146","1,527"
IN,05580,"39,428","6,742",953
IN,05400,"57,442","8,802","1,739"
IN,05450,"68,980","11,069",645
IN,05460,"10,803","1,787",533
IN,02910,"8,667","1,475",334
IN,05520,"15,404","3,053",386
IN,03720,"4,172",700,36
IN,05670,"98,441","17,933","2,509"
IN,05700,"11,288","1,802",254
IN,05790,"25,874","4,046",407
IN,05880,"5,931",935,92
IN,05910,"8,154","1,310",280
IN,06030,"23,367","4,044",728
IN,06060,"5,716",960,105
IN,06090,"15,458","2,354",443
IN,06120,"23,502","3,420",515
IN,06240,"7,998","1,285",226
IN,06270,"9,341","1,378",183
IN,06390,"34,683","5,068","1,524"
IN,06510,"31,575","5,157",646
IN,01230,"1,315",206,49
IN,09690,"48,515","7,488","1,237"
IN,06570,"48,857","7,279","1,773"
IN,06600,"24,163","5,678",457
IN,06630,"5,902",987,122
IN,06660,"9,917","1,695",114
IN,06840,"30,720","5,211",967
IN,06870,"10,432","1,827",339
IN,06900,"11,189","1,745",337
IN,07080,"5,333",858,130
IN,00630,"121,816","13,136","1,882"
IN,04140,"8,587","1,495",111
IN,07140,"25,322","4,417",492
IN,07230,"14,068","2,355",209
IN,07260,"25,527","4,947",248
IN,07290,"15,471","2,670",303
IN,07320,"64,531","7,408","1,766"
IN,07350,"23,887","4,337",224
IN,07380,"6,848","1,326",183
IN,07410,"80,454","13,763","1,532"
IN,07440,"22,751","3,503",914
IN,07470,"8,103",814,88
IN,07560,"14,903","2,600",247
IN,07620,"11,456","2,066",152
IN,07650,"65,760","12,326",599
IN,07680,"15,090","2,496",287
IN,00118,"10,618","1,699",362
IN,07710,"9,457","2,340",246
IN,07770,"13,694","2,314",405
IN,00690,"13,427","2,316",251
IN,07800,"7,489","1,345",248
IN,07830,"8,623","1,464",220
IN,07860,"33,881","5,340",789
IN,07890,"5,774",918,120
IN,07900,"11,767","2,064",215
IN,07920,"9,174","1,409",194
IN,07950,"9,645","1,619",128
IN,07980,"10,145","1,608",177
IN,08010,"11,651","1,958",168
IN,08070,"4,036",673,87
IN,08100,"10,672","2,052",82
IN,08130,"5,995",991,156
IN,08120,"5,317",940,44
IN,08160,"8,029","1,246",233
IN,08190,"5,775","1,170",204
IN,08220,"15,580","2,825",237
IN,08250,"44,950","9,519",425
IN,08310,"7,597","1,391",126
IN,02040,"8,625","1,660",93
IN,08340,"7,484","1,368",173
IN,08460,"4,222",722,103
IN,08490,"4,850",897,182
IN,08640,"9,345","1,628",353
IN,08760,"63,927","12,031",880
IN,01740,"7,253","1,053",101
IN,08820,"105,082","19,743","2,850"
IN,08850,"13,006","2,106",467
IN,08900,"12,144","1,981",250
IN,08910,"77,780","13,562","2,183"
IN,08940,"4,829",850,104
IN,08970,"34,680","5,838",368
IN,09060,"19,461","3,552",379
IN,09150,"48,230","8,020","1,289"
IN,09180,"9,683","1,597",100
IN,09300,"9,549","1,521",185
IN,01770,"9,271","1,527",259
IN,03180,"4,852",894,197
IN,10740,"2,975",495,88
IN,09420,"9,848","1,648",226
IN,09480,"18,059","2,947",272
IN,09510,"40,733","6,118","1,376"
IN,09600,"5,978",903,114
IN,04620,"7,866","1,407",361
IN,09630,"11,572","1,957",298
IN,09720,"4,914",994,80
IN,09750,"14,647","2,475",366
IN,09810,"13,014","2,030",361
IN,09990,"6,429","1,158",276
IN,10020,"17,926","2,972",506
IN,10080,"30,923","5,703",803
IN,10110,"4,918",820,193
IN,03210,"8,236","1,350",119
IN,10140,"24,477","4,096",549
IN,08280,"7,467","1,317",218
IN,06480,"6,664","1,195",86
IN,10170,"4,064",634,120
IN,00213,"16,293","3,041",255
IN,10230,"7,243","1,247",82
IN,10260,"11,401","2,915",792
IN,10290,"163,484","26,901","5,485"
IN,02190,"4,125",730,63
IN,00240,"16,993","2,786",390
IN,10350,"12,904","2,527",180
IN,10360,"21,782","3,606",422
IN,10380,"4,380",723,128
IN,10410,"5,961","1,124",97
IN,10440,"26,282","4,403",321
IN,10450,"10,388","1,918",207
IN,10470,"4,789",775,161
IN,10500,"9,167","1,251",171
IN,10530,"7,843","1,349",215
IN,10560,"8,147","1,330",162
IN,10590,"11,305","1,886",288
IN,10640,"7,355","1,300",89
IN,10620,"6,824","1,123",181
IN,10680,"8,083","1,323",161
IN,10710,"19,314","3,562",150
IN,10770,"3,802",774,77
IN,00030,"46,713","9,719",523
IN,10870,"9,884","1,911",204
IN,10900,"5,067",813,147
IN,10860,"12,729","1,657",280
IN,10800,"9,639","1,476",206
IN,10830,"4,434",735,69
IN,10920,"13,865","2,241",347
IN,10950,"17,928","2,757",430
IN,10980,"5,635",798,152
IN,11100,"18,946","2,791",366
IN,11190,"25,408","4,430",214
IN,11220,"9,790","1,795",365
IN,11250,"9,399","1,482",197
IN,11260,"10,527","1,694",261
IN,11340,"101,335","15,833","1,404"
IN,11370,"11,616","2,191",293
IN,11400,"10,715","1,640",166
IN,08040,"4,657",737,61
IN,11430,"4,227",779,89
IN,11460,"22,114","3,810",298
IN,00107,"3,026",511,54
IN,11490,"5,683","1,156",113
IN,11580,"14,733","2,375",353
IN,11610,"7,403","1,183",181
IN,11730,"2,766",480,83
IN,11700,"9,459","1,656",113
IN,11910,"7,525","1,411",183
IN,11970,"46,547","7,232",663
IN,12090,"105,994","16,014","3,538"
IN,12120,"21,372","3,181",571
IN,12240,"20,599","4,669",470
IN,12150,"8,849","1,385",227
IN,12180,"12,626","2,078",212
IN,06080,"7,317","1,277",149
IN,12360,"68,001","13,829","2,717"
IN,12390,"64,514","11,760",937
IN,12420,"42,837","7,467",822
IN,12450,"17,882","3,270",602
IN,12720,"91,236","13,724","2,062"
IN,05550,"20,131","3,260",368
IN,12810,"84,648","15,823","3,198"
IN,04500,"5,310",785,103
IN,09360,"4,365",828,126
IN,12870,"26,209","2,710",260
IN,12900,"12,749","2,620",298
IN,12930,"5,442","1,001",159
IN,12990,"9,732","1,747",149
IN,04470,"13,515","2,592",246
IN,13050,"5,696",946,159
IN,13080,"50,564","10,499",354
IN,13110,"21,631","5,863",519
IN,00008,"5,257",864,171
IN,13200,"4,217",694,122
IN,13230,"10,515","1,891",228
IN,02280,"24,047","4,077",338
IN,02830,"36,138","8,252",198
IA,03060,"4,377",681,72
IA,04080,"4,937",897,81
IA,03090,"1,974",326,39
IA,03150,"10,673","2,306",90
IA,03220,"3,138",585,43
IA,00031,"1,350",236,50
IA,03270,"6,869","1,172",153
IA,03300,"3,204",533,24
IA,00032,"1,443",218,23
IA,03360,"9,666","1,596",164
IA,03390,"8,405","1,381",180
IA,03480,"4,702",881,82
IA,03540,"62,870","5,284",476
IA,03570,"9,588","1,443",155
IA,03630,"1,556",284,33
IA,03690,"73,153","13,725",601
IA,03750,"4,569",809,50
IA,03780,"1,980",351,39
IA,03930,"8,266","1,419",238
IA,03960,"3,282",503,62
IA,04440,"3,154",520,48
IA,04200,"8,548","1,776",78
IA,04380,"1,876",372,28
IA,04560,"3,164",554,84
IA,04620,"3,311",550,60
IA,04650,"4,611",861,62
IA,04680,"4,161",681,104
IA,04740,"1,238",202,26
IA,04830,"9,317","1,661",98
IA,04860,"23,801","4,568",393
IA,05070,"9,987","2,440",113
IA,05130,"14,290","2,015",122
IA,05190,"4,385","1,000",65
IA,09570,"2,535",408,43
IA,05490,"3,329",550,51
IA,05790,"27,896","4,623",939
IA,05940,"2,883",533,63
IA,05970,"1,422",254,43
IA,06000,"2,395",405,38
IA,06060,"5,469",914,69
IA,06240,"3,546",563,67
IA,06270,"9,351","2,061",108
IA,06330,"14,430","2,692",226
IA,06510,"42,072","6,100",351
IA,06540,"125,349","19,543","2,578"
IA,06660,"6,188","1,228",51
IA,06750,"8,572","1,449",286
IA,06780,"2,745",461,39
IA,06840,"3,130",472,41
IA,06810,"9,299","1,727",140
IA,06900,"3,958",671,106
IA,06930,"4,919",802,86
IA,06960,"4,532",960,64
IA,20760,"5,258",881,110
IA,07050,"8,206","1,380",260
IA,07080,"10,829","1,866",283
IA,07110,"1,727",254,48
IA,07170,"6,375","1,035",125
IA,07350,"7,260","1,047",147
IA,07380,"5,511",987,123
IA,07410,"8,325","1,543",203
IA,07440,"1,971",355,35
IA,07470,"2,184",402,51
IA,13350,"4,900",696,57
IA,07590,"17,495","2,660",163
IA,07620,"8,363","1,276",84
IA,07710,"24,036","3,983",801
IA,00009,"4,548",793,86
IA,07860,"28,772","5,386",440
IA,07900,"2,836",521,35
IA,07920,"3,036",601,48
IA,07980,"4,200",739,120
IA,08070,"2,539",463,79
IA,08130,"2,703",441,54
IA,08220,"58,675","9,763","1,739"
IA,08310,"9,812","1,625",239
IA,08520,"15,982","3,492",151
IA,08550,"2,752",528,46
IA,08580,"107,864","17,382","3,211"
IA,08610,"8,923","1,923",266
IA,08730,"13,037","1,692",109
IA,08880,"1,148",212,24
IA,08910,"10,163","2,006",246
IA,08940,"4,088",839,31
IA,08970,"214,608","35,258","6,636"
IA,09060,707,133,26
IA,09120,"4,317",842,49
IA,09480,"79,399","12,776","1,235"
IA,09540,"2,342",427,34
IA,09600,"2,996",555,39
IA,09990,"4,728",863,144
IA,10050,"3,064",665,39
IA,10110,"3,022",593,69
IA,00040,"3,713",708,74
IA,18240,"3,224",538,62
IA,29580,"5,721",890,123
IA,10350,"2,945",561,81
IA,10410,"2,614",395,49
IA,10130,"3,713",593,80
IA,04950,"5,054",938,102
IA,10500,"2,976",576,81
IA,10690,"3,773",632,63
IA,10950,"4,715",783,93
IA,10980,"2,964",577,63
IA,11040,"1,198",181,23
IA,11070,"7,517","1,176",158
IA,11250,"3,087",487,67
IA,11340,"14,449","1,654",289
IA,11790,"7,484","1,274",151
IA,11820,"29,254","4,400",800
IA,11850,"16,305","2,501",400
IA,12120,"2,281",414,42
IA,00060,"1,692",272,28
IA,12230,"2,659",502,51
IA,12330,"5,703",956,92
IA,12480,"2,560",464,30
IA,12510,"8,065","1,598",46
IA,12600,900,160,18
IA,12660,"3,966",663,54
IA,12690,"10,644","1,955",144
IA,12750,"1,872",367,35
IA,12810,"2,294",414,48
IA,15210,"7,398","1,261",168
IA,13200,"12,346","1,789",177
IA,13230,"3,086",518,71
IA,13290,"3,852",661,45
IA,13320,"2,567",427,41
IA,13380,"2,041",353,28
IA,13440,"1,291",188,32
IA,13470,"6,643","1,171",185
IA,13500,"8,354","1,450",143
IA,16140,"1,893",312,30
IA,13660,"4,415",767,85
IA,14010,"3,937",660,40
IA,14160,"3,020",582,24
IA,14280,"8,976","1,631",186
IA,14310,"2,706",398,33
IA,14340,"3,774",742,64
IA,14370,"7,525","1,367",144
IA,14880,"4,320",764,76
IA,14580,"9,081","1,616",181
IA,14640,"21,504","3,686",214
IA,14670,"4,847",924,59
IA,14700,"122,204","16,302","1,831"
IA,14730,"6,571",902,118
IA,14850,"3,535",587,50
IA,15180,"2,522",418,21
IA,15330,"5,137","1,095",119
IA,15450,"39,458","8,135",436
IA,15630,"11,750","1,915",401
IA,15660,"1,894",325,39
IA,15750,"2,496",478,57
IA,15840,"11,474","2,011",230
IA,16110,"3,810",642,69
IA,16320,"2,657",438,121
IA,16420,"2,045",350,57
IA,16440,"3,292",648,42
IA,16530,"14,117","2,705",233
IA,16620,"2,231",425,67
IA,16680,"16,468","3,055",268
IA,17220,"42,481","8,257",396
IA,17250,"3,395",660,36
IA,17460,"2,989",572,63
IA,17550,"2,353",413,44
IA,17820,"3,978",696,58
IA,17880,"1,380",193,21
IA,18030,"2,852",570,20
IA,18120,"5,139",797,80
IA,18840,"11,068","2,003",75
IA,18180,"3,863",664,60
IA,18330,"4,044",773,70
IA,18480,"3,837",668,102
IA,18510,"8,887","1,435",266
IA,18540,"4,618",829,72
IA,18630,"2,742",522,37
IA,18690,"12,908","2,033",206
IA,18720,"30,188","5,803",775
IA,18750,"3,027",527,32
IA,18780,"28,062","4,323",642
IA,18930,"4,955",969,61
IA,18960,"1,830",346,38
IA,19140,"9,587","1,956",272
IA,19200,"3,461",542,90
IA,19440,"5,188",826,90
IA,19590,"3,143",513,68
IA,19650,"6,646","1,076",89
IA,19710,"2,122",371,58
IA,19740,"1,588",269,59
IA,19770,"1,186",200,18
IA,19800,"1,448",260,42
IA,19860,"3,878",642,100
IA,19890,"13,617","2,052",306
IA,20040,"6,514","1,105",46
IA,20100,"1,625",406,76
IA,20130,"29,245","5,163",684
IA,20190,"3,785",661,67
IA,20250,"8,698","1,484",109
IA,20340,"6,736","1,197",78
IA,20460,"3,092",567,54
IA,20580,"2,440",514,60
IA,20610,"21,815","3,263",412
IA,13110,"4,296",701,94
IA,03450,"3,601",582,51
IA,17100,"5,047",867,86
IA,00006,"8,578","1,305",159
IA,05750,"2,921",472,66
IA,20830,"2,103",314,50
IA,20820,"3,460",678,37
IA,20850,"2,797",520,59
IA,20910,"9,088","1,987",56
IA,20940,"16,113","3,195",235
IA,21000,"2,886",486,58
IA,03850,"2,831",389,54
IA,21090,"2,926",523,36
IA,21210,"3,406",519,56
IA,21240,"15,784","3,403",113
IA,21600,"5,667","1,088",100
IA,21630,"8,311","1,434",252
IA,21660,"3,658",597,67
IA,00021,"7,217","1,018",91
IA,21720,"1,423",234,23
IA,21810,"1,261",208,41
IA,21840,"6,020","1,039",97
IA,21870,"15,846","2,635",411
IA,22110,"29,277","4,929",901
IA,99017,"5,909","1,111",43
IA,00025,"4,474",692,56
IA,22380,"1,069",183,24
IA,22440,"3,510",626,95
IA,22470,"15,737","2,879",134
IA,22530,"10,018","1,987",214
IA,23110,"25,968","5,507",188
IA,23160,"3,538",689,45
IA,23190,"4,781",763,110
IA,23340,"3,549",732,151
IA,00028,"3,580",627,61
IA,24000,"6,891","1,167",178
IA,24120,"2,896",568,36
IA,24150,"2,591",506,85
IA,10340,"2,521",463,59
IA,00027,"3,927",727,62
IA,24660,"5,434","1,205",80
IA,24870,"5,875","1,033",58
IA,24960,"2,728",459,42
IA,25050,"1,428",240,33
IA,25320,"8,639","1,254",187
IA,25380,"2,140",385,34
IA,25410,"1,474",251,35
IA,25590,"6,617","1,462",161
IA,25620,"2,648",667,172
IA,25980,"7,380","1,344",136
IA,26070,"6,936","1,010",163
IA,00015,"4,490",774,105
IA,26250,"2,260",391,51
IA,26280,"3,473",567,89
IA,26370,"10,028","2,103",90
IA,00023,"2,765",498,37
IA,26400,"86,446","16,545","3,311"
IA,26580,"7,441","1,555",33
IA,00024,"6,611","1,056",147
IA,26640,"3,646",701,58
IA,00026,"4,121",711,77
IA,26670,"1,329",193,40
IA,26730,"8,962","1,683",289
IA,26790,"4,425",725,57
IA,26820,"40,731","7,640",574
IA,26850,"3,128",563,32
IA,99019,"3,350",561,67
IA,26910,"12,684","2,161",220
IA,27000,"8,485","1,219",80
IA,27060,"2,468",443,27
IA,25200,"3,906",689,82
IA,27240,"1,153",193,13
IA,27270,"3,554",607,73
IA,27390,"12,851","2,532",304
IA,27480,"1,226",175,21
IA,27600,"4,861",834,58
IA,27870,"5,106",826,55
IA,27960,"3,208",715,29
IA,27990,"3,599",753,73
IA,28020,"1,646",294,53
IA,28050,"2,378",399,38
IA,28110,"2,835",463,53
IA,28170,"2,175",366,38
IA,28200,"1,161",211,24
IA,28230,"4,022",828,34
IA,00022,"5,945","1,109",102
IA,28560,"2,961",442,58
IA,28680,"21,873","4,026",257
IA,28980,"7,574","1,272",257
IA,29010,"3,799",944,34
IA,29280,"1,922",318,69
IA,29310,"10,144","1,657",158
IA,29490,"2,883",532,71
IA,29730,"3,556",570,77
IA,29760,"3,804",753,64
IA,30240,"10,294","1,861",234
IA,30480,"76,029","12,284","2,042"
IA,30510,"69,411","13,711",497
IA,30540,"14,418","2,392",148
IA,30560,"3,906",657,101
IA,30630,"10,692","1,787",205
IA,30720,"1,908",348,64
IA,30750,"4,525",722,52
IA,30780,"2,836",461,77
IA,30870,"1,604",277,41
IA,27500,"5,852",986,92
IA,30900,"9,370","1,577",166
IA,30930,"64,465","10,990",873
IA,25920,"4,644",850,92
IA,05430,"3,677",567,51
IA,30960,"2,504",446,65
IA,30990,"6,204","1,256",122
IA,31020,"4,886","1,076",81
IA,31080,"4,619",888,85
IA,31110,"4,012",663,100
IA,31290,"4,322",840,77
IA,31350,"22,645","4,363",263
IA,31470,"3,194",579,67
IA,31620,"1,071",185,24
IA,31680,"6,596","1,239",72
IA,31800,"4,707",904,74
IA,31830,"1,790",342,40
IA,31860,"10,243","1,939",125
IA,31920,"2,608",497,61
IA,31950,"2,976",607,66
IA,32010,"5,756","1,193",71
KS,03180,"8,386","1,473",155
KS,04170,"1,511",238,46
KS,03360,"28,781","6,820",301
KS,03390,"4,525",864,156
KS,03430,938,194,25
KS,03450,"15,891","3,082",501
KS,03510,"1,048",183,36
KS,05700,"4,117",792,115
KS,03540,"11,957","1,954",310
KS,03570,717,124,25
KS,03200,"36,417","6,838",502
KS,03630,"12,077","2,214",233
KS,03720,"8,713","1,510",110
KS,09450,"2,820",494,68
KS,00012,"2,541",451,38
KS,03780,"14,686","2,822",144
KS,03810,"4,353",764,147
KS,03900,"3,011",535,62
KS,03870,"4,578",821,97
KS,12000,"134,116","26,621",711
KS,10980,"1,723",285,26
KS,08550,"3,663",645,88
KS,04050,"15,134","2,914",341
KS,04080,592,103,10
KS,04140,"1,254",238,56
KS,04200,"13,225","2,435",183
KS,04260,"1,659",301,32
KS,04290,"4,138",672,76
KS,04350,"1,397",288,56
KS,04380,"1,408",214,46
KS,04410,"3,702",710,108
KS,04440,"2,640",488,39
KS,04500,760,145,25
KS,00014,"2,782",489,47
KS,00349,"3,474",559,66
KS,04230,"1,720",344,59
KS,08940,"1,260",202,25
KS,04590,"10,413","1,923",334
KS,04620,"5,907","1,116",128
KS,05250,"2,637",406,55
KS,04650,786,139,29
KS,11520,"2,283",326,76
KS,04670,"3,645",812,70
KS,04710,"4,228",733,111
KS,04740,"3,945",774,152
KS,04770,"2,456",446,100
KS,04790,"1,001",158,41
KS,04800,"3,132",697,66
KS,12300,"10,666","2,055",205
KS,04890,"7,824","1,417",162
KS,04920,"5,921","1,311",104
KS,04950,"1,762",316,41
KS,04980,"12,000","2,071",439
KS,05010,"6,717","1,190",112
KS,05070,"6,562","1,087",188
KS,05040,"1,706",322,35
KS,05100,"6,587","1,111",159
KS,05130,"2,381",526,35
KS,05190,737,179,11
KS,08040,"1,214",227,39
