state,LEAID,tot_pop,young_pop,young_pov_pop
NE,00121,"2,525",491,36
NE,69840,"1,064",167,11
NE,00165,"6,213","1,020",60
NE,00077,"2,048",336,71
NE,00003,"2,483",469,29
NE,70020,446,61,8
NE,70050,"1,383",234,15
NE,70110,"53,463","12,109",347
NE,00025,"2,031",435,49
NE,70140,"1,740",341,28
NE,01992,"2,160",450,19
NE,70220,"1,538",211,30
NE,00141,"1,678",292,45
NE,00111,"1,096",196,20
NE,00133,"1,291",176,15
NE,70440,"5,592",923,107
NE,70530,"5,743",965,131
NE,00118,"3,463",518,59
NE,70650,"3,308",606,34
NE,00065,"1,712",253,49
NE,00116,"1,975",391,17
NE,70710,"30,646","5,556",598
NE,00096,"1,390",258,20
NE,00091,"1,753",312,37
NE,70800,"1,892",293,68
NE,00098,"11,140","2,051",324
NE,70980,"3,068",644,67
NE,71010,710,144,25
NE,00170,"4,063",678,137
NE,71100,"4,321",777,76
NE,00016,"53,511","10,853","1,487"
NE,71220,"27,392","6,130",112
NE,71370,762,128,20
NE,71520,"3,847",788,70
NE,71550,"1,209",225,29
NE,71580,"22,980","3,817",507
NE,71610,"1,107",162,24
NE,09120,626,110,23
NE,00117,"2,200",438,53
NE,71730,"1,829",356,44
NE,71820,"2,021",390,25
NE,00123,"1,766",298,33
NE,00120,"1,710",306,40
NE,71940,"6,701","1,159",124
NE,72000,"1,720",361,33
NE,00183,"2,049",377,26
NE,00179,"2,906",450,74
NE,72150,"2,261",480,23
NE,72210,854,156,28
NE,00176,"4,639",614,81
NE,72335,"1,379",274,31
NE,72390,"39,940","6,423",676
NE,72420,"1,425",262,14
NE,72480,799,114,31
NE,72570,"3,074",476,64
NE,00112,"5,611","1,248",88
NE,00004,"2,659",446,45
NE,72720,"1,086",190,31
NE,72780,822,133,24
NE,72810,"12,457","2,616",329
NE,00072,"1,098",146,16
NE,72840,"297,164","48,149","5,229"
NE,72910,714,133,13
NE,00114,"2,877",506,40
NE,72990,885,193,13
NE,73050,"3,486",633,26
NE,73090,"2,160",322,58
NE,73120,620,83,23
NE,73210,"1,869",309,52
NE,73230,"3,249",710,72
NE,73290,"2,304",452,16
NE,00023,837,157,13
NE,73440,848,148,20
NE,73470,"8,952","1,423",174
NE,73500,871,187,17
NE,73560,365,50,9
NE,73590,"1,476",295,14
NE,73600,"1,261",176,29
NE,73660,902,172,18
NE,73710,"4,355",833,55
NE,73740,"121,964","25,266","1,093"
NE,73800,803,148,29
NE,73830,"4,553",881,84
NE,73890,"3,061",576,70
NE,00097,"2,391",438,67
NE,74040,979,182,16
NE,74160,"9,159","1,686",198
NE,74220,"2,398",407,53
NE,74340,"1,318",231,28
NE,74370,691,112,26
NE,74430,"30,267","5,449",577
NE,00088,"10,780","2,634",89
NE,00115,"2,979",540,59
NE,00022,"27,213","4,670",666
NE,74580,"4,158",756,84
NE,74850,"5,160","1,034",119
NE,74640,"2,200",412,48
NE,74760,"6,696","1,047",170
NE,74820,"373,761","64,955","11,658"
NE,74940,"3,360",574,81
NE,75000,"1,452",227,21
NE,75030,"1,295",263,27
NE,75060,"1,184",239,27
NE,00089,"1,043",210,19
NE,75210,"3,521",733,47
NE,75270,"67,511","13,663",595
NE,75330,"1,521",246,47
NE,75360,"1,023",176,28
NE,75390,"1,887",326,32
NE,00157,"2,733",495,58
NE,75510,"3,893",755,51
NE,75570,"2,151",412,64
NE,75660,"10,311","1,772",130
NE,75690,"1,350",258,14
NE,75770,"2,014",346,25
NE,75810,972,159,26
NE,75900,"21,299","3,038",420
NE,75930,"1,671",294,26
NE,75960,"2,372",450,66
NE,04950,"4,542",848,42
NE,75990,"1,399",220,29
NE,00184,"1,545",244,44
NE,76170,"1,265",225,33
NE,76380,572,94,18
NE,76400,652,212,52
NE,76410,898,145,23
NE,76450,"8,360","1,886",227
NE,76470,"18,396","3,413",628
NE,00076,"1,714",316,27
NE,76560,"11,186","1,935",101
NE,76590,"2,081",371,27
NE,76620,"1,466",290,22
NE,76650,711,115,10
NE,76710,"7,318","1,325",213
NE,00066,"1,467",257,19
NE,76800,787,95,23
NE,00122,"4,029",698,65
NE,00110,"1,218",187,34
NE,76860,"18,063","3,852",552
NE,77180,"2,401",417,71
NE,00109,"2,635",454,75
NE,00178,"1,885",316,47
NE,75630,"7,380","1,387",22
NE,76980,"1,061",214,32
NE,00085,"3,840",705,63
NE,00041,"2,371",407,25
NE,77100,833,150,16
NE,77190,"1,292",236,30
NE,00082,791,142,16
NE,00189,"2,494",418,79
NE,77340,914,164,22
NE,00029,"2,720",414,61
NE,00024,"1,649",333,26
NE,77520,"2,148",390,42
NE,77550,"4,517",782,48
NE,00071,"3,247",567,47
NE,00132,"2,653",461,46
NE,77730,558,109,17
NE,05970,"2,176",379,28
NE,00129,"2,696",467,39
NE,19560,"1,246",430,129
NE,78020,"4,336",760,98
NE,78120,"1,031",158,38
NE,78210,"7,732","1,525",99
NE,78240,"2,171",498,46
NE,78260,742,163,18
NE,78300,"1,111",300,75
NE,00018,"1,320",197,34
NE,78450,"1,045",227,20
NE,00021,"11,446","2,470",82
NE,78520,"7,398",980,71
NE,78540,"1,814",307,19
NE,00172,"2,443",474,55
NE,00006,"5,817","1,056",72
NE,78660,"31,168","5,396",393
NE,78670,739,91,11
NE,78720,"3,223",595,37
NE,00134,"1,375",230,33
NE,78810,"1,953",591,131
NE,78840,"1,012",183,19
NE,00008,"2,421",415,40
NE,78940,"2,816",530,71
NE,78990,736,148,8
NE,79050,"9,474","1,599",139
NE,79080,"2,541",502,22
NV,00390,"58,993","8,829","1,303"
NV,00030,"25,723","4,261",501
NV,00060,"2,292,476","387,797","72,641"
NV,00090,"49,870","6,053",603
NV,00120,"53,915","10,730","1,125"
NV,00150,743,88,19
NV,00180,"1,903",361,40
NV,00210,"17,648","3,529",462
NV,00240,"5,798","1,180",168
NV,00270,"4,525",666,111
NV,00300,"60,903","9,536","1,224"
NV,00330,"4,586",657,167
NV,00360,"53,450","6,671","1,515"
NV,00420,"6,741",821,136
NV,00450,"4,143",409,35
NV,00480,"493,392","77,724","8,880"
NV,00510,"9,182","1,359",189
NH,01350,780,97,14
NH,01380,"4,751",654,84
NH,01440,"5,964",520,44
NH,01470,"11,785","1,362",44
NH,01500,"2,428",392,27
NH,01560,"1,961",132,31
NH,01590,"5,998","1,072",23
NH,01620,"4,973",527,39
NH,01650,"9,435","1,568",69
NH,01680,"3,289",330,38
NH,01710,"1,090",170,20
NH,01740,"23,385","4,669",119
NH,01830,378,27,3
NH,01860,"9,431","1,193",272
NH,01890,"2,513",165,19
NH,01950,"8,306","1,715",47
NH,02010,"4,530",338,6
NH,02070,"5,654",669,22
NH,02100,"3,383",326,47
NH,02130,"4,048",543,24
NH,02200,350,48,4
NH,02250,"5,278",922,24
NH,02280,"3,592",522,38
NH,02310,"2,690",418,27
NH,02340,"13,090","1,893",289
NH,02370,294,26,4
NH,02400,"2,085",252,53
NH,02430,660,57,8
NH,02460,"38,958","4,807",499
NH,02480,"18,964","2,772",274
NH,02490,"10,095","1,216",156
NH,02510,80,4,2
NH,02520,"1,634",182,8
NH,02550,810,97,11
NH,02580,"4,898",766,39
NH,02610,"34,620","5,260",346
NH,02640,"33,123","4,301",388
NH,02670,"12,011",812,14
NH,02730,306,35,5
NH,02760,"3,033",518,11
NH,02790,"2,462",187,7
NH,02850,416,30,4
NH,02870,94,13,3
NH,02880,"7,188",998,61
NH,02910,"4,879",688,47
NH,02940,298,15,1
NH,00017,"34,817","3,048",94
NH,02970,"16,190",996,53
NH,02990,"11,939","1,577",185
NH,03000,"6,801",936,157
NH,03090,"8,822","1,233",207
NH,03120,"1,736",145,11
NH,03150,"4,781",668,19
NH,03180,"7,790","1,125",73
NH,03210,"3,992",590,46
NH,03240,"18,627","2,650",151
NH,00035,"3,381",428,50
NH,03304,805,102,9
NH,03330,"18,862","2,327",230
NH,03360,"3,441",464,18
NH,03420,"4,103",618,21
NH,03279,136,2,1
NH,03480,"9,077","1,386",42
NH,03540,"2,424",246,7
NH,03510,"16,357","1,123",66
NH,03600,"12,011",546,12
NH,03630,995,120,12
NH,03640,70,7,0
NH,03660,"4,640",647,102
NH,03690,"6,243",429,53
NH,03720,"1,026",140,10
NH,03750,"7,864","1,118",137
NH,03780,"3,993",586,72
NH,03810,"2,028",160,18
NH,03840,"8,364",698,20
NH,03850,"14,019","1,465",34
NH,03870,"15,009","2,173",128
NH,03900,"5,969","1,097",51
NH,03930,"25,463","3,740",226
NH,03960,"9,300","1,120",124
NH,03990,"1,057",94,7
NH,04030,"11,930","1,715",139
NH,00003,"15,359",768,38
NH,04040,"15,964","2,069",159
NH,04050,"23,310","2,941",368
NH,04080,"2,113",156,6
NH,04140,"17,071","2,265",344
NH,04150,"2,046",120,14
NH,04170,451,52,7
NH,04230,"14,452","1,544",152
NH,03303,"1,130",156,19
NH,04260,"3,101",365,57
NH,04290,"2,232",322,72
NH,04350,"8,501","1,435",55
NH,04380,"6,076",763,116
NH,04410,"26,054","4,532",172
NH,04500,"1,766",329,10
NH,04560,"2,636",326,27
NH,04590,"115,956","14,859","2,502"
NH,04620,"2,120",315,46
NH,04650,758,112,14
NH,04670,"7,197","1,244",110
NH,04680,"10,382","1,216",114
NH,03276,"1,452",219,10
NH,04740,"26,704","4,256",154
NH,04760,"18,456","2,591",231
NH,04770,"1,844",278,27
NH,04800,"1,359",185,30
NH,04830,"16,175","2,462",157
NH,00616,"4,534",609,67
NH,04890,"14,079","1,902",210
NH,04920,874,151,14
NH,04950,"2,591",332,11
NH,04960,"5,055",541,50
NH,04980,"91,569","12,466","1,375"
NH,05010,636,85,6
NH,05040,"6,124","1,126",43
NH,05070,"1,009",84,2
NH,05190,"1,785",141,6
NH,05220,"11,136","1,344",170
NH,05250,818,99,6
NH,05280,"9,513","1,031",74
NH,05310,"6,368",874,134
NH,05370,"4,578",406,13
NH,05400,"2,127",293,54
NH,05430,"4,682",662,41
NH,05460,"5,275",785,36
NH,05520,"22,184","2,367",63
NH,05550,"14,260","2,276",76
NH,05580,"7,274","1,132",91
NH,99965,"19,244",751,82
NH,05670,778,120,18
NH,05700,801,54,13
NH,05730,"4,113",596,104
NH,05760,"2,486",356,14
NH,05790,"6,761",441,77
NH,05820,"22,150","2,358",142
NH,05830,"4,559",276,32
NH,00049,"10,937",517,27
NH,05880,"10,778","1,360",102
NH,33009,"1,252",158,20
NH,05940,"32,871","4,482",610
NH,05970,"2,627",374,21
NH,06000,"1,516",118,25
NH,06030,"5,592",648,32
NH,06060,"30,354","4,011",167
NH,06080,"11,119","1,505",78
NH,06150,"8,475",566,81
NH,06180,"9,811","1,425",126
NH,06240,"11,993","1,660",216
NH,06260,"14,376",926,21
NH,06270,902,128,6
NH,06330,478,56,14
NH,06360,814,83,22
NH,06390,"1,390",192,16
NH,06420,"4,279",756,35
NH,06450,663,73,27
NH,06480,"7,737",568,17
NH,03293,666,68,9
NH,06540,"3,378",440,30
NH,03275,829,117,6
NH,06600,"2,890",331,53
NH,06660,"2,740",242,22
NH,06720,"26,101","3,821",147
NH,06750,"1,534",168,19
NH,06780,"5,346",695,73
NH,06870,835,112,18
NH,06900,"1,205",167,13
NH,06910,514,62,2
NH,06930,"9,117",998,63
NH,06990,855,57,12
NH,07020,"1,725",207,17
NH,07050,"8,510","1,117",157
NH,07115,"5,613",811,68
NH,07140,"4,197",572,110
NH,07170,"15,957","3,084",69
NH,07200,263,48,2
NH,07230,"31,834","1,219",59
NH,07300,"11,988","1,775",173
NJ,00660,"9,151","1,299",230
NJ,00690,"4,845",488,20
NJ,00720,"5,388",673,31
NJ,00750,"6,834",893,29
NJ,00780,473,55,9
NJ,00810,"3,294",553,44
NJ,00840,"2,351",318,45
NJ,00870,"1,759",300,26
NJ,00900,"6,651",863,59
NJ,00930,"15,229","2,012",611
NJ,00960,"38,558","6,382","2,741"
NJ,01020,"4,426",294,15
NJ,01050,"9,703","1,351",97
NJ,01110,"1,248",65,6
NJ,01140,"1,938",208,12
NJ,16470,"24,745","3,655",451
NJ,01170,"7,079",979,89
NJ,01200,"1,362",91,14
NJ,01230,947,114,6
NJ,01260,"69,471","11,814","2,760"
NJ,01290,"1,046",39,4
NJ,01320,"8,279",879,37
NJ,01350,"37,832","5,480",799
NJ,01380,"11,713","1,095",171
NJ,01410,"5,923",575,64
NJ,01440,"2,545",410,40
NJ,01500,"28,264","4,693",389
NJ,01530,"13,210","2,549",33
NJ,01560,"44,562","2,406",292
NJ,01590,"7,493",858,75
NJ,01620,"5,870",804,146
NJ,01650,"27,853","5,526",89
NJ,01710,"3,773",405,8
NJ,01740,"2,512",419,105
NJ,01770,"86,112","4,621",490
NJ,01800,"7,375",509,32
NJ,01830,"52,563","7,378",798
NJ,01860,"7,688","1,000",71
NJ,01890,798,94,6
NJ,01920,"8,760","1,380",162
NJ,01950,"8,844","1,210",145
NJ,01980,"4,397",769,28
NJ,02030,"16,395","2,345",144
NJ,02100,"11,998","1,875",300
NJ,02130,"4,294",372,53
NJ,02160,"14,952","2,344",61
NJ,02220,"74,980","10,300","1,049"
NJ,02250,"27,170","5,459","1,480"
NJ,02280,"53,857","9,192",351
NJ,02310,"4,995",858,35
NJ,02340,"7,728",704,113
NJ,02370,"1,816",287,56
NJ,02400,"11,552","1,818",290
NJ,02430,"9,794","1,487",298
NJ,02460,"24,108","3,996",307
NJ,02520,"8,074","1,090",80
NJ,02550,"8,101",867,44
NJ,02580,"19,835","3,107",136
NJ,02610,"1,013",109,3
NJ,02640,"71,830","14,966","5,495"
NJ,02700,"2,780",143,10
NJ,02760,306,12,1
NJ,02790,"6,359",604,67
NJ,02800,"16,361",665,59
NJ,02820,"25,257","4,407",683
NJ,02850,"12,848","1,912",72
NJ,02910,"52,158","2,429",310
NJ,03000,"74,594","12,623",910
NJ,03030,"1,537",208,43
NJ,03060,"9,425","1,236",46
NJ,03090,"9,471",744,18
NJ,03120,"17,153","2,987",155
NJ,03150,"15,457","2,428",64
NJ,03180,"8,871","1,567",200
NJ,03210,"29,085","2,712",148
NJ,03240,"5,341",821,197
NJ,03270,"25,642","3,042",607
NJ,03300,"89,298","13,958","2,140"
NJ,03330,"4,489",455,12
NJ,03360,"13,607","1,302",37
NJ,03390,"8,577","1,172",70
NJ,03420,"14,194","1,883",182
NJ,03450,"10,061","1,297",55
NJ,03480,"4,653",861,230
NJ,03510,472,61,7
NJ,03540,"3,832",820,27
NJ,03570,"23,713","4,243",94
NJ,03600,"9,137","2,028",89
NJ,03620,"23,166","1,274",169
NJ,03630,902,144,19
NJ,03660,"3,125",413,54
NJ,03690,"4,849",678,92
NJ,03720,"4,595",394,10
NJ,03750,"16,514",837,30
NJ,03780,"17,975","3,058",225
NJ,15450,"20,954","1,728",129
NJ,03810,"4,971",694,32
NJ,03840,"6,311",983,99
NJ,03870,"17,164","1,871",69
NJ,03900,"32,208","4,624",483
NJ,03930,"20,109","2,938",604
NJ,03960,"1,394",214,37
NJ,03990,"17,827","2,875",159
NJ,04020,"7,616","1,408",124
NJ,04050,"1,754",128,19
NJ,04080,"3,947",354,15
NJ,04110,"49,579","9,273",447
NJ,04140,"11,791","1,405",46
NJ,04170,"11,142","1,073",52
NJ,04200,"2,514",386,124
NJ,04230,"68,902","11,713","2,661"
NJ,04290,"10,002",865,96
NJ,04320,"35,811","5,479",384
NJ,04350,"6,223",630,51
NJ,04380,"40,769","2,246",129
NJ,04410,"13,634","1,169",159
NJ,04440,"14,307","1,469",132
NJ,04470,"8,976","1,276",194
NJ,04500,"107,288","18,483","1,005"
NJ,04530,"4,403",493,141
NJ,04560,"47,917","8,458","1,225"
NJ,04590,"136,527","24,359","5,366"
NJ,04620,"4,456",384,41
NJ,04660,"21,379","3,076",389
NJ,04680,"1,004",125,20
NJ,04710,"7,275","1,209",38
NJ,04740,"29,249","4,353",636
NJ,04770,"5,331",879,73
NJ,04830,"2,221",236,7
NJ,04860,"1,671",279,45
NJ,04890,"47,070","4,935",240
NJ,04920,"37,125","4,144",387
NJ,04950,"6,286","1,069",22
NJ,04980,"34,857","6,125",311
NJ,05010,"7,791",707,35
NJ,05040,"5,527",480,85
NJ,05070,"14,995","2,276",670
NJ,05130,"1,508",149,12
NJ,05190,"28,538","3,199",170
NJ,05220,"12,879","1,881",183
NJ,05250,"12,627","1,178",35
NJ,05280,"1,814",283,25
NJ,05310,"40,111","4,855",470
NJ,05340,"6,149",528,32
NJ,05400,"4,957",463,70
NJ,05370,"11,057","1,387",56
NJ,05430,"16,498","1,273",104
NJ,05460,"3,292",311,11
NJ,05490,"68,421","8,919",720
NJ,05520,"2,998",212,21
NJ,05550,"3,264",252,10
NJ,05580,"12,572","1,427",351
NJ,05610,"198,192","11,806",617
NJ,05640,"35,464","3,854",236
NJ,05670,"2,221",178,13
NJ,05700,"1,380",124,7
NJ,05730,"37,873","3,520",569
NJ,05760,"32,590","5,308",983
NJ,05790,"4,429",588,31
NJ,05820,"12,762","1,002",95
NJ,05850,"2,190",233,25
NJ,05880,"23,316","2,198",370
NJ,05940,"7,722","1,860",45
NJ,05970,"12,109","2,788",48
NJ,06000,"11,490","2,196",515
NJ,06030,"66,070","7,096",919
NJ,00008,"8,221","1,098",55
NJ,06060,"75,628","4,141",578
NJ,06120,"7,287","1,246",57
NJ,06090,"3,660",640,38
NJ,06150,768,82,10
NJ,06180,"4,952",731,77
NJ,06210,"5,528","1,023",60
NJ,06240,"11,646","1,699",516
NJ,06270,"45,938","5,344",956
NJ,06300,"10,351","1,480",154
NJ,06330,"7,499","1,202",30
NJ,06360,"15,415","2,347",162
NJ,06390,"12,566","2,925",56
NJ,06420,"6,066",655,49
NJ,06450,"8,949","1,067",219
NJ,06480,"3,296",252,32
NJ,06510,"27,527","3,028",533
NJ,06540,"91,954","13,422","1,163"
NJ,06570,"14,734","2,446",333
NJ,06600,"1,449",131,12
NJ,06630,"4,938",338,20
NJ,06660,"38,495","1,667",51
NJ,06690,"14,726","1,466",55
NJ,06720,"3,884",647,23
NJ,06780,"8,199",675,44
NJ,06810,"2,528",357,23
NJ,06840,"4,732",657,40
NJ,06870,"18,849","2,386",554
NJ,06900,"13,739","1,524",82
NJ,06930,"12,162","1,870",112
NJ,06960,"3,336",448,12
NJ,06990,"19,412","2,903",275
NJ,13680,"20,179","3,069",157
NJ,07050,"9,059",460,33
NJ,07080,927,137,34
NJ,07110,"3,573",361,15
NJ,07140,"21,480","1,040",69
NJ,07170,"15,031","2,305",180
NJ,07200,"4,633",176,24
NJ,07230,"43,760","7,914",206
NJ,07260,"10,123","1,280",53
NJ,07290,"22,330","3,606",445
NJ,07320,"4,250",929,20
NJ,07350,"58,553","4,290",331
NJ,07380,"5,216",488,13
NJ,07410,"17,447","3,382",109
NJ,07440,"14,493","1,816",122
NJ,07470,"1,853",243,21
NJ,07500,"4,819",477,74
NJ,07530,"22,128","4,048",88
NJ,07560,"53,604","6,083",410
NJ,07590,"53,329","2,703",100
NJ,07650,830,95,6
NJ,07680,"60,552","10,589","2,521"
NJ,07710,"1,680",127,21
NJ,07740,"59,625","11,663","1,388"
NJ,07770,"5,767",888,92
NJ,07800,"20,606","3,002",155
NJ,07830,"283,415","38,656","10,193"
NJ,34001,"11,108","1,556",63
NJ,07860,"9,781","1,602",383
NJ,07890,"40,702","6,402","1,268"
NJ,07920,"8,380","1,411",92
NJ,07950,"7,224",896,132
NJ,07980,"30,608","2,529",92
NJ,08010,"3,831",348,25
NJ,08040,"9,999","1,883",54
NJ,08060,"14,245","1,029",43
NJ,08070,"2,923",185,17
NJ,08100,"29,184","4,530",427
NJ,08130,"2,379",227,16
NJ,15150,"1,702",196,24
NJ,08160,"2,685",471,87
NJ,08190,"22,788","1,106",53
NJ,08220,"137,654","40,598","13,108"
NJ,08280,"1,979",298,33
NJ,08310,"1,820",132,7
NJ,08340,"2,957",474,87
NJ,08370,"3,077",576,94
NJ,08400,"32,954","4,398",244
NJ,08430,"1,678",123,7
NJ,08460,"6,242",599,15
NJ,08490,"146,075","7,751",310
NJ,08500,"15,045",744,40
NJ,08520,"9,285","1,640",169
NJ,08580,"10,951","1,372",85
NJ,08610,"43,492","7,002","1,002"
NJ,08640,"21,653","3,346",862
NJ,08670,"6,982",842,50
NJ,08700,"21,168","1,426",206
NJ,08730,"13,207","1,026",103
NJ,08760,"10,965","1,398",190
NJ,08790,"6,148",854,22
NJ,08820,"31,010","6,443",186
NJ,00790,225,29,4
NJ,08850,"26,154","3,770",583
NJ,08880,"6,043","1,158",63
NJ,08910,"6,645",223,15
NJ,08940,"31,753","4,708","1,168"
NJ,12660,"8,658",990,35
NJ,08671,894,88,8
NJ,09000,"8,864","1,210",63
NJ,09030,"1,723",260,32
NJ,09090,"25,943","1,579",259
NJ,09150,"22,149","1,374",264
NJ,09180,"12,870","1,430",109
NJ,09210,"22,474","2,996",300
NJ,09240,"16,993","2,898",103
NJ,09300,"4,354",438,48
NJ,09330,"25,436","3,302",149
NJ,09360,"25,914","1,487",144
NJ,09390,"43,368","4,895",218
NJ,09420,"5,954",869,41
NJ,09450,"45,948","3,192",353
NJ,09480,"1,480",203,34
NJ,09510,"8,943",644,31
NJ,09540,"7,859",586,65
NJ,09600,"15,345","1,266",94
NJ,09630,"10,962","1,545",159
NJ,09660,"20,084","2,618",344
NJ,09690,"5,325",493,36
NJ,09720,"41,614","5,387",232
NJ,09750,"28,972","4,078",316
NJ,09780,"6,197",494,85
NJ,09810,"10,060","1,447",111
NJ,09840,"4,286",548,11
NJ,09870,"24,625","2,989",103
NJ,09900,"4,995",581,9
NJ,09930,"6,038",863,17
NJ,09960,"3,822",591,85
NJ,09990,"15,014","2,646",65
NJ,10020,"20,465","3,028",346
NJ,10050,"14,596","2,468",180
NJ,10110,"67,287","11,198",438
NJ,10140,"7,000","1,116",46
NJ,10170,"1,241",101,6
NJ,10200,"21,488","5,292",146
NJ,10230,"10,404","1,944",96
NJ,10290,"7,018","1,210",55
NJ,10320,"27,397","5,278","1,157"
NJ,10350,"4,028",539,47
NJ,10380,"3,183",263,12
NJ,10440,"33,945","1,387",102
NJ,10470,"37,385","6,391",563
NJ,10500,"48,462","6,830",191
NJ,10530,"3,827",506,79
NJ,10560,"40,504","7,498",380
NJ,10590,"24,453","5,319",144
NJ,10620,"8,419","1,056",41
NJ,10650,"22,525","3,914",145
NJ,10680,"3,127",507,86
NJ,10710,"21,466","4,263",190
NJ,10740,"56,472","2,864",144
NJ,10770,"6,174",941,33
NJ,10810,"43,298","5,713",603
NJ,10860,"5,929",630,39
NJ,10890,"4,653",646,66
NJ,10920,"10,033","1,058",185
NJ,10950,"44,866","4,403",248
NJ,10980,"28,982","4,816",270
NJ,11010,"4,487","1,138",26
NJ,11040,"6,981","1,217",24
NJ,11070,"5,825",589,82
NJ,11100,"3,048",243,35
NJ,11130,"4,639",497,80
NJ,11160,"28,137","3,720",577
NJ,11190,"3,386",296,30
NJ,11220,"55,115","8,430","1,617"
NJ,11250,"1,510",262,44
NJ,11280,"16,889","2,551",160
NJ,11310,"13,573","2,573",61
NJ,11340,"308,371","54,847","15,814"
NJ,11370,"1,787",317,24
NJ,11400,"8,450","1,168",198
NJ,11430,"16,424","2,176",207
NJ,11460,"61,404","8,760","2,326"
NJ,11490,"43,785","6,627",565
NJ,11520,"6,626",709,16
NJ,11550,"8,825",767,61
NJ,11580,"4,607",337,35
NJ,11610,"51,586","2,468",61
NJ,11640,"22,827","3,679",519
NJ,09550,"12,519",925,57
NJ,11670,"3,636",245,26
NJ,11700,"26,283","1,736",78
NJ,11730,"15,171","1,026",29
NJ,11760,"37,873","2,693",113
NJ,11790,"8,447",975,85
NJ,11820,"4,751",523,32
NJ,11850,"5,630",682,40
NJ,11880,"29,835","4,582",261
NJ,11910,"12,722","1,563",53
NJ,11940,"3,932",512,52
NJ,11970,"11,276","1,236",155
NJ,12030,"1,968",126,34
NJ,12060,"27,747","4,201",346
NJ,12090,"8,998",932,132
NJ,12120,"7,619",701,30
NJ,12150,"2,279",222,14
NJ,09270,"66,694","9,885",576
NJ,12180,"5,876",770,37
NJ,12210,"1,916",324,32
NJ,12240,"8,228",832,23
NJ,12270,"34,096","5,884","1,347"
NJ,12300,"2,469",378,36
NJ,12360,"20,251","2,083",486
NJ,12390,"7,477",872,113
NJ,12420,"26,645","4,220",238
NJ,12450,"8,865","1,425",44
NJ,12480,"56,349","7,844",393
NJ,12510,"34,547","2,089",58
NJ,12540,"69,730","15,050","3,594"
NJ,12600,"24,073","1,260",182
NJ,12570,"37,440","1,558",148
NJ,12690,"157,904","30,480","9,073"
NJ,12720,"6,241","1,219",339
NJ,12810,"26,326","4,058",655
NJ,12840,"13,517","2,392",594
NJ,12870,"37,094","6,240","1,225"
NJ,09120,"12,725","1,881",255
NJ,12900,"15,623","2,281",69
NJ,12930,"55,285","10,676","1,925"
NJ,12960,"15,402","2,624",652
NJ,12990,"10,770","1,683",273
NJ,13000,"27,926","1,838",229
NJ,13050,"60,638","7,792",507
NJ,13080,"8,843","1,388",81
NJ,13110,"10,157","1,614",184
NJ,13140,"54,279","10,318","2,146"
NJ,13200,"20,661","3,641","1,200"
NJ,13230,"8,221","1,351",98
NJ,13260,"3,273",423,37
NJ,13320,"5,191",663,44
NJ,13290,"19,291","3,237",190
NJ,13350,"11,000","1,740",128
NJ,13380,"1,103",184,13
NJ,13410,"30,567","4,366",211
NJ,13470,"6,299",900,217
NJ,13500,"2,588",375,49
NJ,13530,"29,390","4,262",503
NJ,13560,"40,331","2,553",60
NJ,13590,"14,768","2,731",90
NJ,13620,"44,361","2,336",184
NJ,13650,"26,592","4,951",188
NJ,13710,"16,250","1,576",60
NJ,13740,"12,971","1,265",255
NJ,13750,"23,314","1,147",100
NJ,13770,"11,478","1,682",270
NJ,13800,"13,198","2,021",227
NJ,13830,"25,927","6,082",172
NJ,13860,"11,602","1,275",52
NJ,12260,"20,252","1,828",54
NJ,13890,"12,025","1,272",49
NJ,13950,"9,889","1,235",36
NJ,13980,"4,121",408,30
NJ,14010,"8,045","1,280",231
NJ,14040,"2,778",424,25
NJ,17100,"15,418","3,127",79
NJ,14070,"5,802",728,45
NJ,14100,"6,620",645,56
NJ,14130,"25,423","2,513",139
NJ,14160,406,51,5
NJ,14220,810,100,6
NJ,14250,"6,235",509,24
NJ,14280,"22,568","3,464",545
NJ,14310,"13,889","2,229",181
NJ,14340,"23,027","3,637",185
NJ,14370,"7,363","1,187",41
NJ,14400,"13,649","1,076",24
NJ,14430,"8,329",826,102
NJ,14460,"18,796","2,910",159
NJ,14490,"14,265","2,037",150
NJ,14520,"3,365",481,29
NJ,14550,"5,313","1,121",469
NJ,14610,"2,002",130,5
NJ,14640,"45,221","7,035",582
NJ,14670,"32,558","6,167",162
NJ,14730,"1,871",199,7
NJ,14760,"2,113",123,8
NJ,14790,"2,485",174,72
NJ,14820,"1,462",36,5
NJ,14850,"21,496","3,005",323
NJ,14880,"6,494",792,35
NJ,14940,"19,412",962,49
NJ,14970,"4,195",513,12
NJ,15000,"5,569",520,74
NJ,15030,"10,485",813,183
NJ,00009,"11,384","2,217",104
NJ,15090,"12,356","1,606",157
NJ,15120,"9,385","1,367",139
NJ,15180,"4,867",635,72
NJ,15210,"46,915","8,889",390
NJ,15240,"2,696",418,67
NJ,15270,"3,420",372,15
NJ,00769,"7,696",847,55
NJ,15330,"43,717","8,000",331
NJ,15360,"24,272","3,958",237
NJ,15390,"16,074","2,575",259
NJ,15420,"10,371",738,65
NJ,15480,"36,837","2,715",179
NJ,15510,"19,779","3,706",123
NJ,15540,"10,589","1,485",89
NJ,15570,"2,797",309,13
NJ,15600,"4,903",597,45
NJ,15630,"17,081","2,582",113
NJ,15660,"3,262",268,22
NJ,15690,"29,146","2,449",192
NJ,15720,"3,558",312,24
